best m,c is 1.360000,14.110000 with error 11.400057 in direction 0
best m,c is 1.360000,14.120000 with error 11.397890 in direction 0
best m,c is 1.350000,14.130000 with error 11.395683 in direction 7
best m,c is 1.350000,14.140000 with error 11.393106 in direction 0
best m,c is 1.350000,14.150000 with error 11.390537 in direction 0
best m,c is 1.350000,14.160000 with error 11.387977 in direction 0
best m,c is 1.350000,14.170000 with error 11.385424 in direction 0
best m,c is 1.350000,14.180000 with error 11.382880 in direction 0
best m,c is 1.350000,14.190000 with error 11.380345 in direction 0
best m,c is 1.350000,14.200000 with error 11.377817 in direction 0
best m,c is 1.350000,14.210000 with error 11.375298 in direction 0
best m,c is 1.350000,14.220000 with error 11.372787 in direction 0
best m,c is 1.350000,14.230000 with error 11.370284 in direction 0
best m,c is 1.350000,14.240000 with error 11.367789 in direction 0
best m,c is 1.350000,14.250000 with error 11.365303 in direction 0
best m,c is 1.350000,14.260000 with error 11.362824 in direction 0
best m,c is 1.350000,14.270000 with error 11.360355 in direction 0
best m,c is 1.350000,14.280000 with error 11.357893 in direction 0
best m,c is 1.350000,14.290000 with error 11.355440 in direction 0
best m,c is 1.350000,14.300000 with error 11.352995 in direction 0
best m,c is 1.350000,14.310000 with error 11.350558 in direction 0
best m,c is 1.350000,14.320000 with error 11.348129 in direction 0
best m,c is 1.350000,14.330000 with error 11.345709 in direction 0
best m,c is 1.350000,14.340000 with error 11.343297 in direction 0
best m,c is 1.350000,14.350000 with error 11.340894 in direction 0
best m,c is 1.350000,14.360000 with error 11.338498 in direction 0
best m,c is 1.350000,14.370000 with error 11.336111 in direction 0
best m,c is 1.350000,14.380000 with error 11.333733 in direction 0
best m,c is 1.350000,14.390000 with error 11.331363 in direction 0
best m,c is 1.350000,14.400000 with error 11.329001 in direction 0
best m,c is 1.350000,14.410000 with error 11.326647 in direction 0
best m,c is 1.350000,14.420000 with error 11.324302 in direction 0
best m,c is 1.350000,14.430000 with error 11.321965 in direction 0
best m,c is 1.350000,14.440000 with error 11.319636 in direction 0
best m,c is 1.350000,14.450000 with error 11.317316 in direction 0
best m,c is 1.350000,14.460000 with error 11.315004 in direction 0
best m,c is 1.350000,14.470000 with error 11.312700 in direction 0
best m,c is 1.350000,14.480000 with error 11.310405 in direction 0
best m,c is 1.350000,14.490000 with error 11.308119 in direction 0
best m,c is 1.350000,14.500000 with error 11.305840 in direction 0
best m,c is 1.350000,14.510000 with error 11.303570 in direction 0
best m,c is 1.350000,14.520000 with error 11.301309 in direction 0
best m,c is 1.350000,14.530000 with error 11.299055 in direction 0
best m,c is 1.350000,14.540000 with error 11.296810 in direction 0
best m,c is 1.350000,14.550000 with error 11.294574 in direction 0
best m,c is 1.350000,14.560000 with error 11.292346 in direction 0
best m,c is 1.350000,14.570000 with error 11.290127 in direction 0
best m,c is 1.350000,14.580000 with error 11.287915 in direction 0
best m,c is 1.350000,14.590000 with error 11.285713 in direction 0
best m,c is 1.350000,14.600000 with error 11.283518 in direction 0
best m,c is 1.350000,14.610000 with error 11.281333 in direction 0
best m,c is 1.350000,14.620000 with error 11.279155 in direction 0
best m,c is 1.350000,14.630000 with error 11.276986 in direction 0
best m,c is 1.350000,14.640000 with error 11.274826 in direction 0
best m,c is 1.350000,14.650000 with error 11.272674 in direction 0
best m,c is 1.350000,14.660000 with error 11.270530 in direction 0
